claim_id,policy_start,incident_date,claim_amount,state,vehicle_type,incident_type,fact_of_loss,reported_by,policy_limit,insured_age,prior_claims_count,fraud_flag,severity_score,days_to_incident
RBFFDTVE1,2018-11-01,2019-05-25,10950.0,FL,Van,Weather Damage,V1 was damaged by falling tree during storm,claimant,15000,67,1,0,0.73,205
0HA16XAWE,2018-11-06,2019-06-06,50752.9,KY,Coupe,Theft,V1 was missing after being parked overnight,insured,92278,54,5,0,0.55,212
LMLFIVUDE,2018-06-07,2018-06-17,2719.29,IL,Truck,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,90643,18,1,0,0.03,10
MRA9GJKF6,2022-12-14,2023-02-10,10236.21,AL,Van,Theft,V2 rear-ended V1 while stopped at a red light,insured,20071,57,1,0,0.51,58
OZLR9GGED,2018-06-30,2019-04-19,442.78,AL,SUV,Side-impact,V2 was behind V1 when it began backing up,claimant,44278,60,0,0,0.01,293
IG5VZLLLW,2018-10-20,2019-07-27,4008.0,IN,Coupe,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,20040,41,1,0,0.2,280
K6ZXTPDTH,2021-03-14,2021-05-02,12150.0,MT,Van,Side-impact,V1 struck V2 while reversing from parking spot,insured,15000,80,4,0,0.81,49
OO4OUAAWB,2022-04-20,2023-01-22,26464.24,FL,SUV,Theft,Hailstorm caused significant roof and hood damage to V1,insured,45628,80,1,0,0.58,277
SRXO5Q5IG,2018-10-23,2019-01-23,47000.0,IL,Sedan,Weather Damage,V2 entered wrong lane and collided with V1,claimant,100000,22,0,0,0.47,92
EGJ8IAJDG,2023-01-01,2023-01-06,10950.0,AL,Van,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,15000,61,4,0,0.73,5
E2M0G9KDU,2018-01-12,2018-11-04,14917.55,SC,SUV,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,22265,25,1,0,0.67,296
DPE0CTF72,2021-02-16,2021-07-05,197.51,AK,Van,Head-on Collision,V2 turned left and struck the side of V1,claimant,19751,38,2,0,0.01,139
X8OGIEOTF,2020-07-06,2021-03-28,48642.0,MA,Truck,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,97284,36,5,0,0.5,265
DGRR9VMMA,2022-03-18,2022-10-09,77044.5,VT,SUV,Head-on Collision,V2 was behind V1 when it began backing up,claimant,98775,39,3,0,0.78,205
SXHA4LVH6,2018-10-27,2019-06-10,33166.23,DC,Coupe,Theft,V1 was reported stolen from insured’s driveway,claimant,46713,51,2,1,0.71,226
KV94YB4R8,2020-01-16,2020-09-22,29525.6,UT,Coupe,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,45424,68,3,0,0.65,250
OCFSSW96C,2022-06-25,2023-01-08,83047.51,FL,SUV,Head-on Collision,V1 was reported stolen from insured’s driveway,claimant,91261,76,1,0,0.91,197
GOWM8V4PV,2020-03-29,2020-04-05,25497.0,PA,SUV,Head-on Collision,V1 was reported stolen from insured’s driveway,claimant,50994,71,0,0,0.5,7
KFN63B056,2022-06-09,2022-06-14,30848.54,SC,Coupe,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,90731,32,5,0,0.34,5
DFRZHXKA7,2022-05-14,2022-05-19,16981.8,TX,Coupe,Rear-end Collision,V2 turned left and struck the side of V1,claimant,27390,80,0,0,0.62,5
UAHPC63KJ,2019-04-26,2019-05-14,16311.2,NE,SUV,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,20389,80,1,0,0.8,18
23EJM03TQ,2020-01-23,2020-12-25,3856.12,IN,Truck,Weather Damage,Hailstorm caused significant roof and hood damage to V1,insured,96403,74,4,0,0.04,337
UVBL2VGPM,2020-11-11,2020-11-24,187.14,TX,Sedan,Rear-end Collision,V1 struck V2 while reversing from parking spot,claimant,18714,40,0,0,0.01,13
U5179RFQP,2021-02-07,2021-03-23,60796.59,WV,Truck,Rear-end Collision,V2 was behind V1 when it began backing up,insured,88111,45,1,0,0.69,44
VW7ZNCIJ2,2021-11-18,2022-09-11,214.5,MT,Sedan,Head-on Collision,V1 was missing after being parked overnight,claimant,21450,25,1,0,0.01,297
1D5Q4O724,2022-11-19,2023-10-31,48000.0,CT,Sedan,Head-on Collision,V2 crossed centerline and hit V1 head-on,insured,100000,31,2,0,0.48,346
M9RABPKQI,2019-02-19,2019-12-04,14709.5,DE,Coupe,Side-impact,V2 entered wrong lane and collided with V1,insured,47450,66,4,0,0.31,288
URLEAU6UX,2020-12-26,2020-12-31,18961.53,MT,SUV,Theft,V1 struck V2 while reversing from parking spot,claimant,90293,75,3,1,0.21,5
9SY4YSLCJ,2022-09-01,2022-09-24,9463.8,FL,Van,Side-impact,V1 was damaged by falling tree during storm,insured,15773,71,2,0,0.6,23
NIO8ZICTB,2018-01-06,2018-10-24,7256.48,IA,Van,Weather Damage,V1 was reported stolen from insured’s driveway,insured,23408,80,0,0,0.31,291
USARW1S8W,2019-06-13,2020-04-18,92000.0,WV,SUV,Weather Damage,V1 was missing after being parked overnight,claimant,100000,54,5,1,0.92,310
EXCRH6SBY,2021-08-03,2021-09-05,517.04,IN,Coupe,Theft,V1 was missing after being parked overnight,insured,51704,24,5,0,0.01,33
D1RK1AW77,2018-11-24,2019-08-09,47000.0,MA,Truck,Head-on Collision,V2 was behind V1 when it began backing up,claimant,100000,31,1,0,0.47,258
OXTKR79U2,2019-05-31,2019-07-08,28161.02,TX,Truck,Weather Damage,V2 was behind V1 when it began backing up,insured,90842,23,4,0,0.31,38
C3WUZNQT7,2020-11-14,2020-11-19,55012.8,NY,Van,Head-on Collision,V1 was damaged by falling tree during storm,insured,91688,53,0,0,0.6,5
U4DWC9BL4,2020-07-17,2021-07-17,6183.25,AK,Sedan,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,24733,78,1,0,0.25,365
OVD38R3YH,2018-03-16,2018-09-02,19969.18,ID,Coupe,Weather Damage,V1 was reported stolen from insured’s driveway,insured,90769,66,0,0,0.22,170
SEVSIINEY,2021-02-04,2021-06-26,5032.2,WA,Van,Side-impact,V1 was reported stolen from insured’s driveway,claimant,16774,76,1,0,0.3,142
03WWB0LAE,2020-04-15,2020-04-20,9573.42,TX,Coupe,Head-on Collision,V2 turned left and struck the side of V1,insured,15441,43,0,0,0.62,5
DZ03YPOE6,2022-09-28,2022-11-22,9450.0,ND,Van,Backing Collision,V1 was missing after being parked overnight,claimant,15000,66,1,0,0.63,55
517JHX30B,2018-08-20,2019-04-25,4050.0,VT,SUV,Theft,V2 was behind V1 when it began backing up,insured,15000,36,2,0,0.27,248
U3PR3UHGF,2022-11-11,2023-04-06,32068.08,UT,Van,Theft,V2 failed to stop and struck V1 from behind,claimant,97176,46,0,0,0.33,146
AI4MWRU4N,2020-02-06,2020-05-23,13726.8,CT,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,claimant,22878,68,1,0,0.6,107
LGV1OF6BC,2019-11-10,2019-11-15,65854.8,NY,Van,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,91465,28,3,0,0.72,5
WFO7RDJ9L,2019-03-10,2019-12-31,82318.72,AK,Van,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,93544,57,0,1,0.88,296
COY4XCQR5,2022-02-20,2022-03-06,6750.0,IN,Sedan,Theft,V2 turned left and struck the side of V1,claimant,15000,76,4,1,0.45,14
UWKYK2C6E,2018-08-08,2018-12-14,150.0,WA,SUV,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,15000,38,0,0,0.01,128
S3UGP6153,2019-12-19,2020-09-06,41709.14,NE,Coupe,Weather Damage,V2 crossed centerline and hit V1 head-on,insured,48499,23,1,0,0.86,262
I19NJSOO0,2022-09-04,2023-03-22,19605.04,DC,Truck,Side-impact,V2 was behind V1 when it began backing up,claimant,21544,34,1,0,0.91,199
BF0U16RIV,2019-07-25,2019-10-08,13007.25,CO,SUV,Theft,V1 struck V2 while reversing from parking spot,insured,27675,32,1,0,0.47,75
8MNJRCVYR,2021-04-18,2021-09-06,10500.0,KY,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,insured,15000,26,4,0,0.7,141
RV501EVGV,2019-08-23,2019-09-27,165.75,CO,Sedan,Weather Damage,V2 turned left and struck the side of V1,insured,16575,40,3,0,0.01,35
TN77RQD41,2019-05-01,2019-05-06,15000.0,WA,Van,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,15000,80,1,1,1.0,5
PH3KKZWDT,2018-12-11,2019-06-17,34000.0,WA,SUV,Backing Collision,V2 rear-ended V1 while stopped at a red light,insured,100000,28,2,0,0.34,188
9UK3J916J,2021-01-04,2021-01-09,19333.71,IA,SUV,Side-impact,V1 was damaged by falling tree during storm,claimant,19529,60,0,1,0.99,5
CMVFMLG5V,2022-01-02,2022-10-11,27439.8,OR,Coupe,Weather Damage,V1 was missing after being parked overnight,insured,45733,22,5,0,0.6,282
0WANBB9QS,2021-02-07,2021-11-11,9425.85,OH,Van,Rear-end Collision,V1 struck V2 while reversing from parking spot,claimant,26931,72,0,0,0.35,277
66SZSP271,2018-06-21,2018-10-06,72000.0,NE,Van,Head-on Collision,V2 was behind V1 when it began backing up,claimant,100000,58,0,0,0.72,107
HESSW0YY9,2018-02-25,2018-04-08,41000.0,CO,Coupe,Theft,V2 was behind V1 when it began backing up,claimant,100000,18,5,1,0.41,42
F788UTM4G,2020-08-28,2021-03-21,64644.95,NE,Truck,Weather Damage,V1 struck V2 while reversing from parking spot,insured,96485,67,0,0,0.67,205
VVSDZAH22,2022-10-06,2022-12-04,300.0,KY,Van,Backing Collision,V2 was behind V1 when it began backing up,insured,15000,57,2,0,0.02,59
44JCK2ZCH,2019-01-24,2019-09-19,20604.0,MT,SUV,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,20604,21,5,1,1.0,238
S31GVVY0B,2019-01-10,2019-03-26,21424.96,ND,Coupe,Theft,V1 was damaged by falling tree during storm,claimant,26128,73,3,1,0.82,75
QJW3E1AUO,2020-03-22,2020-08-27,71299.74,WA,Coupe,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,96351,37,0,0,0.74,158
350TT58VD,2021-07-23,2022-03-06,63748.48,KY,Sedan,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,99607,42,3,0,0.64,226
ESKRJTKB2,2021-08-16,2022-05-20,2706.3,CO,Coupe,Weather Damage,V1 was damaged by falling tree during storm,insured,30070,56,0,0,0.09,277
D3K661H7W,2021-10-01,2021-12-09,15535.26,DE,Coupe,Weather Damage,V1 was damaged by falling tree during storm,insured,28769,18,1,0,0.54,69
PVC5BLAPE,2021-03-05,2021-05-28,80065.95,WA,Van,Theft,V1 struck V2 while reversing from parking spot,claimant,96465,67,4,1,0.83,84
R9TVO5CQP,2018-05-29,2018-06-03,9001.2,WV,SUV,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,90012,54,4,1,0.1,5
OWJW66YNQ,2020-01-23,2020-11-09,10329.06,OH,SUV,Side-impact,V2 ran a stop sign and hit the side of V1,claimant,24593,80,3,0,0.42,291
NXWPF3YZV,2019-08-11,2019-11-20,6750.0,WV,Van,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,15000,40,0,0,0.45,101
U1LQWUY6B,2018-02-13,2018-08-12,10551.56,ND,SUV,Weather Damage,V2 crossed centerline and hit V1 head-on,claimant,15517,62,3,1,0.68,180
IB8POB35L,2021-12-29,2022-01-24,150.0,IL,Truck,Side-impact,V2 failed to stop and struck V1 from behind,insured,15000,66,1,0,0.01,26
H5KP3APX8,2020-12-01,2021-02-24,3210.45,WV,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,18885,31,0,0,0.17,85
8GCQP44FZ,2020-03-28,2020-05-07,28015.2,IA,SUV,Theft,V2 crossed centerline and hit V1 head-on,claimant,93384,69,0,0,0.3,40
CYZW74UMD,2021-06-30,2022-06-21,22639.2,WV,SUV,Theft,V2 ran a stop sign and hit the side of V1,claimant,47165,21,5,1,0.48,356
BF4I4CHKE,2020-09-27,2020-10-02,49973.88,NE,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,97988,75,2,1,0.51,5
AMEQG36X2,2020-07-16,2020-10-15,8019.07,UT,Truck,Rear-end Collision,V1 was missing after being parked overnight,claimant,18649,25,4,0,0.43,91
Q2P4LZ26E,2020-03-14,2020-09-23,1000.0,AL,Sedan,Weather Damage,V2 turned left and struck the side of V1,claimant,100000,67,5,1,0.01,193
FR6U2XKK5,2019-01-22,2019-06-19,57000.0,CO,Truck,Backing Collision,V1 was damaged by falling tree during storm,insured,100000,52,4,0,0.57,148
F7A2LN7XH,2021-11-22,2022-10-14,56000.0,DE,Coupe,Side-impact,V2 rear-ended V1 while stopped at a red light,insured,100000,38,5,0,0.56,326
GUODI02FT,2019-04-13,2019-04-18,4588.6,WV,Truck,Head-on Collision,V1 was missing after being parked overnight,claimant,91772,42,3,1,0.05,5
X73762G9S,2018-03-02,2018-03-07,87748.2,IA,Coupe,Backing Collision,V1 was reported stolen from insured’s driveway,insured,97498,38,0,0,0.9,5
QYWSBZH48,2019-09-03,2020-06-16,16660.26,AK,Van,Theft,V1 was missing after being parked overnight,claimant,92557,42,1,0,0.18,287
22SWTBMDQ,2020-06-16,2020-11-18,12599.45,AZ,SUV,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,21355,64,2,0,0.59,155
449GDPOKD,2021-05-26,2022-04-03,78302.14,CO,Coupe,Head-on Collision,V2 was behind V1 when it began backing up,insured,91049,62,5,0,0.86,312
OM3TC2SCY,2021-03-19,2022-03-12,1051.16,MT,Van,Theft,V1 was damaged by falling tree during storm,insured,26279,71,2,0,0.04,358
2P5W50CFD,2020-11-11,2021-06-28,5430.48,CT,Coupe,Rear-end Collision,V1 was damaged by falling tree during storm,insured,49368,73,0,0,0.11,229
ET5L21IQL,2021-09-29,2022-09-18,10713.36,IA,SUV,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,51016,29,2,0,0.21,354
5KUZIXUSZ,2021-09-13,2022-06-15,16151.7,OH,Van,Backing Collision,V1 struck V2 while reversing from parking spot,insured,19002,77,3,0,0.85,275
G9UHX0ZUD,2022-07-10,2023-07-10,52345.98,FL,SUV,Head-on Collision,V2 entered wrong lane and collided with V1,insured,98766,43,0,0,0.53,365
QJ3D2LQUN,2022-09-12,2023-06-25,1158.8,DE,Van,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,28970,79,3,0,0.04,286
5CJ2MTUOD,2020-04-30,2020-08-04,6921.75,CO,Sedan,Head-on Collision,V2 was behind V1 when it began backing up,insured,20975,56,5,0,0.33,96
Y30RYY3D3,2021-09-12,2022-01-05,3785.99,IN,Coupe,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,29123,33,4,0,0.13,115
UJKMC31OS,2022-10-18,2022-10-23,59861.34,IN,Truck,Theft,V1 was damaged by falling tree during storm,claimant,95018,56,4,1,0.63,5
3LY7N23ZN,2020-03-10,2021-01-03,72488.92,IL,SUV,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,97958,41,3,0,0.74,299
HNSQULA39,2021-01-13,2021-02-22,16624.06,AZ,Coupe,Theft,V2 turned left and struck the side of V1,insured,26813,80,3,0,0.62,40
KDSXDK2WG,2022-08-02,2022-08-07,3270.54,SC,Sedan,Backing Collision,V1 was reported stolen from insured’s driveway,claimant,23361,55,1,0,0.14,5
WYHOGQN8T,2022-09-12,2023-05-04,3517.8,VT,Van,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,87945,33,5,1,0.04,234
M2ZVQPK03,2018-08-31,2018-12-22,292.92,KY,Van,Theft,V2 crossed centerline and hit V1 head-on,claimant,29292,72,0,0,0.01,113
3XBI2VX7V,2020-07-18,2020-10-04,2104.2,IN,Sedan,Head-on Collision,V1 was missing after being parked overnight,insured,23380,68,3,0,0.09,78
NQTFOCS5L,2019-01-16,2019-08-26,150.0,VT,SUV,Theft,V1 struck V2 while reversing from parking spot,claimant,15000,30,5,1,0.01,222
ABEUL52E6,2022-06-30,2022-07-13,82727.9,AK,SUV,Theft,V2 rear-ended V1 while stopped at a red light,claimant,87082,68,0,1,0.95,13
3Z1A2H02I,2020-04-26,2020-10-10,5831.1,CO,Sedan,Backing Collision,V1 was damaged by falling tree during storm,insured,19437,63,3,0,0.3,167
OIVTSVPTR,2018-01-20,2018-09-05,3911.44,FL,SUV,Rear-end Collision,V2 turned left and struck the side of V1,claimant,97786,26,1,0,0.04,228
8JS5Y693G,2021-09-29,2022-02-02,61582.5,FL,SUV,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,97750,60,1,0,0.63,126
6CAG6XO6P,2020-03-10,2021-02-05,13937.4,NE,SUV,Backing Collision,V2 entered wrong lane and collided with V1,insured,25810,78,4,0,0.54,332
B1O6K0J1X,2021-01-12,2021-09-17,80671.15,OR,Van,Backing Collision,V1 struck V2 while reversing from parking spot,claimant,84917,62,3,1,0.95,248
NWKXZAPWW,2019-09-10,2019-10-31,5250.0,AS,Coupe,Rear-end Collision,V2 ran a stop sign and hit the side of V1,claimant,15000,76,2,0,0.35,51
8H5IO5W5D,2018-11-02,2018-11-13,42000.0,SC,Truck,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,100000,80,2,0,0.42,11
8QBA3JP19,2019-06-04,2019-09-23,63000.0,IL,Truck,Backing Collision,V2 entered wrong lane and collided with V1,insured,100000,80,2,0,0.63,111
2IUUFL980,2018-09-21,2019-06-29,10800.0,PA,Sedan,Theft,V1 was damaged by falling tree during storm,claimant,15000,74,2,1,0.72,281
0W9UZ6MRX,2018-09-06,2018-10-27,21013.98,NE,Truck,Weather Damage,V2 turned left and struck the side of V1,claimant,53882,57,1,0,0.39,51
LC88DISZ6,2018-01-02,2018-01-22,76354.32,VT,Truck,Backing Collision,Hailstorm caused significant roof and hood damage to V1,insured,90898,60,2,0,0.84,20
PM1OY48FM,2020-08-12,2021-07-30,62018.45,NE,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,claimant,95413,18,3,1,0.65,352
VA687Z8RZ,2021-05-01,2022-04-19,7844.13,OH,Truck,Backing Collision,V1 was missing after being parked overnight,insured,87157,63,4,0,0.09,353
KS77E8Q4T,2021-09-30,2021-12-18,6424.5,FL,Van,Backing Collision,V1 was reported stolen from insured’s driveway,claimant,25698,41,0,0,0.25,79
UHW755IMX,2020-07-10,2020-07-15,10950.0,TX,SUV,Head-on Collision,V2 was behind V1 when it began backing up,claimant,15000,59,4,1,0.73,5
3S1ZY4DAV,2022-11-18,2023-08-26,19265.6,IN,SUV,Backing Collision,V1 was missing after being parked overnight,claimant,48164,27,4,0,0.4,281
KV5CCJC4A,2021-07-13,2022-06-18,19475.4,AL,SUV,Theft,V2 turned left and struck the side of V1,claimant,23185,72,4,1,0.84,340
ENDZ15LOC,2021-03-26,2021-04-10,81000.0,AL,Coupe,Backing Collision,V2 entered wrong lane and collided with V1,insured,100000,34,0,0,0.81,15
OB95N9GZW,2019-02-18,2019-12-16,18000.0,VI,Truck,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,claimant,100000,31,0,0,0.18,301
4RDR8FTL8,2022-09-05,2023-03-08,86303.0,AS,SUV,Head-on Collision,V1 struck V2 while reversing from parking spot,claimant,86303,62,4,1,1.0,184
XT5CMEVC3,2019-01-22,2019-03-17,6737.5,OR,SUV,Weather Damage,V1 was damaged by falling tree during storm,claimant,19250,38,2,1,0.35,54
Y22CS9NXO,2020-03-18,2020-12-07,28000.0,FL,Van,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,100000,75,2,0,0.28,264
NRPXA6K56,2020-01-24,2020-01-29,480.8,AL,SUV,Theft,V2 turned left and struck the side of V1,claimant,48080,26,2,1,0.01,5
P0N6DMK89,2019-03-26,2020-01-24,4472.38,OR,Truck,Backing Collision,V2 was behind V1 when it began backing up,claimant,20329,59,2,0,0.22,304
L1E891O72,2020-11-29,2021-05-03,1000.0,ID,Sedan,Side-impact,V1 was missing after being parked overnight,insured,100000,33,1,0,0.01,155
U6OP23BQG,2022-06-26,2022-09-04,5484.64,VT,Van,Side-impact,V1 was damaged by falling tree during storm,claimant,19588,49,0,0,0.28,70
3E3AEIVZP,2020-04-14,2020-04-26,15005.73,MA,Van,Theft,V2 failed to stop and struck V1 from behind,insured,88269,72,2,0,0.17,12
YKU5RHIDI,2018-11-02,2019-08-17,33696.08,TX,Coupe,Weather Damage,V1 was missing after being parked overnight,insured,57112,37,3,0,0.59,288
5CM15BTAY,2020-10-25,2021-02-13,22113.6,WV,Van,Head-on Collision,V2 crossed centerline and hit V1 head-on,claimant,46070,80,1,0,0.48,111
RL7S19NYZ,2019-02-10,2019-08-15,14248.5,NV,Van,Theft,V2 rear-ended V1 while stopped at a red light,insured,24150,48,1,0,0.59,186
KIFEHB22E,2021-06-29,2022-04-01,57000.0,NY,Coupe,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,claimant,100000,80,0,0,0.57,276
UXXJIQIHU,2022-04-18,2022-05-31,13950.0,OR,Van,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,15000,41,1,0,0.93,43
8JFQC2V6Z,2019-01-26,2020-01-26,28000.0,TX,Sedan,Head-on Collision,V1 was damaged by falling tree during storm,insured,100000,58,1,0,0.28,365
LX2R36L79,2020-09-07,2020-09-12,1200.0,MT,Sedan,Backing Collision,V2 ran a stop sign and hit the side of V1,insured,15000,71,1,0,0.08,5
NYPQ9ORFH,2022-08-23,2023-05-15,27166.62,MA,Sedan,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,46839,35,4,1,0.58,265
0O3UJLVMY,2021-06-01,2022-02-07,16188.64,KY,SUV,Head-on Collision,V2 entered wrong lane and collided with V1,insured,31132,80,5,0,0.52,251
4V4A4IPVW,2018-07-08,2018-08-07,965.04,WV,Coupe,Head-on Collision,V2 crossed centerline and hit V1 head-on,insured,96504,34,5,0,0.01,30
OP786C4VW,2019-05-22,2020-02-13,25000.0,IN,SUV,Rear-end Collision,V1 was damaged by falling tree during storm,insured,100000,24,0,0,0.25,267
3DBMGTIZ7,2021-02-11,2021-12-04,6608.7,AS,SUV,Backing Collision,V2 turned left and struck the side of V1,insured,94410,56,3,0,0.07,296
GLZNU6LC4,2019-03-19,2020-01-10,77000.0,NV,Sedan,Head-on Collision,V2 was behind V1 when it began backing up,insured,100000,48,1,0,0.77,297
CC3MLDS7G,2021-01-29,2021-10-15,24604.47,WA,Coupe,Weather Damage,V1 was missing after being parked overnight,claimant,28281,70,1,1,0.87,259
OWH1SIJ57,2022-01-14,2022-04-07,27477.21,MH,Coupe,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,94749,44,2,0,0.29,83
NBFB6TFLN,2019-03-16,2019-04-23,12000.0,VI,SUV,Backing Collision,V1 struck V2 while reversing from parking spot,claimant,15000,80,0,0,0.8,38
YYCGSNMOK,2022-03-20,2022-06-22,3300.0,FL,Van,Side-impact,Hailstorm caused significant roof and hood damage to V1,insured,15000,35,0,0,0.22,94
BKS65T2VC,2022-11-30,2023-01-09,35366.22,IL,SUV,Side-impact,V1 was missing after being parked overnight,claimant,43662,56,2,1,0.81,40
QA16P7JZ0,2019-09-30,2020-05-20,74594.59,KY,Van,Theft,V1 struck V2 while reversing from parking spot,insured,89873,22,2,1,0.83,233
98P7PACHL,2019-06-05,2020-03-27,10159.94,WV,Van,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,claimant,16387,55,5,0,0.62,296
FAPMODOXG,2021-07-03,2021-12-05,16236.0,OR,Truck,Head-on Collision,V2 crossed centerline and hit V1 head-on,claimant,20295,77,5,0,0.8,155
YLTMTGDGS,2022-10-12,2022-11-03,2092.88,VI,Sedan,Backing Collision,V2 entered wrong lane and collided with V1,claimant,52322,77,1,0,0.04,22
8THLJDID7,2020-02-12,2020-06-19,15000.0,VT,Sedan,Side-impact,V1 was reported stolen from insured’s driveway,claimant,15000,56,4,1,1.0,128
UG5QIGF62,2019-09-30,2020-02-06,42154.11,SC,Coupe,Side-impact,V1 was damaged by falling tree during storm,insured,48453,23,2,0,0.87,129
MD7JITKHB,2020-03-29,2021-03-29,72552.51,KY,Sedan,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,99387,80,5,0,0.73,365
BLBQK2PDD,2021-10-16,2022-05-28,49878.42,AK,Sedan,Backing Collision,V2 turned left and struck the side of V1,insured,87506,45,1,0,0.57,224
HUC8893ZR,2022-10-09,2022-11-01,12882.24,WV,Van,Side-impact,Hailstorm caused significant roof and hood damage to V1,insured,23856,40,1,0,0.54,23
SRDQVVR2D,2020-06-24,2021-05-31,1050.0,UT,Sedan,Backing Collision,V2 entered wrong lane and collided with V1,insured,15000,43,3,0,0.07,341
3ZTHIHPMX,2021-02-14,2021-09-16,82398.93,VT,Sedan,Side-impact,V1 was damaged by falling tree during storm,claimant,88601,70,0,0,0.93,214
721CMEEZF,2022-05-08,2022-08-06,14616.48,OH,Sedan,Head-on Collision,V2 turned left and struck the side of V1,claimant,30451,62,5,0,0.48,90
E4WDR8ADG,2018-12-31,2019-01-05,21221.2,VT,Sedan,Side-impact,V1 struck V2 while reversing from parking spot,claimant,24115,27,3,1,0.88,5
BM04YQXJT,2020-08-22,2021-07-01,5411.95,IA,Van,Head-on Collision,V1 was damaged by falling tree during storm,insured,31835,59,1,0,0.17,313
VIZEUUTNB,2021-02-11,2021-11-24,29856.1,VI,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,96310,32,4,1,0.31,286
ELOJ0NWO6,2019-12-28,2020-08-14,9985.36,AK,Truck,Rear-end Collision,V1 was missing after being parked overnight,claimant,90776,20,3,0,0.11,230
65ASV82CR,2022-12-04,2023-06-12,23321.48,CO,Sedan,Weather Damage,V1 struck V2 while reversing from parking spot,insured,25628,40,1,0,0.91,190
G7A1Z6OFT,2022-07-08,2023-01-29,3900.0,CT,Sedan,Theft,V2 crossed centerline and hit V1 head-on,claimant,15000,52,5,1,0.26,205
G1LMSLGEL,2020-04-22,2020-05-06,39086.12,SC,Truck,Weather Damage,V2 failed to stop and struck V1 from behind,insured,95332,79,0,0,0.41,14
JYFCJSK9Z,2018-07-21,2019-02-23,10000.0,WA,SUV,Head-on Collision,V1 was damaged by falling tree during storm,insured,100000,26,0,0,0.1,217
F1J3L9R5Q,2018-04-28,2018-09-17,10324.16,GA,Truck,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,46928,33,2,1,0.22,142
Q126483DX,2019-08-12,2020-08-11,66488.36,UT,Sedan,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,97777,35,5,0,0.68,365
B911X5XH5,2018-01-29,2018-10-25,15261.93,WV,Van,Theft,V1 was damaged by falling tree during storm,insured,22779,68,3,0,0.67,269
BJTM9QGB7,2018-07-28,2019-04-16,12688.3,MA,Truck,Theft,V2 rear-ended V1 while stopped at a red light,claimant,20465,74,1,0,0.62,262
9XM98LNX8,2019-04-09,2020-04-02,14000.0,MH,Coupe,Weather Damage,V2 ran a stop sign and hit the side of V1,insured,100000,53,2,0,0.14,359
IGNB92Q05,2020-07-17,2021-03-10,56637.48,MA,Van,Weather Damage,V1 was missing after being parked overnight,claimant,99364,29,2,1,0.57,236
Z0W809IKA,2022-03-17,2022-12-31,9937.8,AK,SUV,Theft,V2 rear-ended V1 while stopped at a red light,insured,99378,53,0,0,0.1,289
X11M5YDEA,2018-12-20,2019-12-18,5292.63,PA,Truck,Side-impact,V1 was damaged by falling tree during storm,claimant,17073,58,5,0,0.31,363
2S59HZ5LC,2018-05-31,2018-06-23,68000.0,AZ,Van,Weather Damage,V1 was missing after being parked overnight,insured,100000,57,0,0,0.68,23
1WKX3M0N4,2020-10-24,2021-10-13,2045.89,AK,Van,Side-impact,V1 was damaged by falling tree during storm,claimant,29227,61,0,0,0.07,354
